run_id,evidence_id,product_id,product_name,vintage_label,source_domain,ocr_status,processor,image_sha256,line_count,ingredient_signal_found,ingredient_signal_line_count,average_confidence,private_image_present,candidate_only,manual_verified
pilot-photo-capture-dry-run,doritos_nacho_cheese_evidence_5,doritos_nacho_cheese,Doritos Nacho Cheese,1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_0,heinz_tomato_ketchup,Heinz Tomato Ketchup,earliest_verified_label,laurelleaffarm.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,heinz_tomato_ketchup_evidence_2,heinz_tomato_ketchup,Heinz Tomato Ketchup,earliest_verified_label;1980s_or_earlier,antiqueadvertising.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_0,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_1,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,earliest_verified_label;1990s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_2,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,earliest_verified_label;1980s_or_earlier,www.ebay.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_3,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_4,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_5,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,1990s,americanhistory.si.edu,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,kraft_macaroni_and_cheese_original_evidence_6,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,1990s,americanhistory.si.edu,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_0,mcdonalds_big_mac,McDonald's Big Mac,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_2,mcdonalds_big_mac,McDonald's Big Mac,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_big_mac_evidence_3,mcdonalds_big_mac,McDonald's Big Mac,1990s,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_0,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_1,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,earliest_verified_label;1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
pilot-photo-capture-dry-run,mcdonalds_chicken_mcnuggets_evidence_3,mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,1980s_or_earlier,www.flickr.com,ocr_skipped_no_image,not_run,,0,0,0,,0,1,0
