run_id,evidence_id,product_id,product_name,vintage_label,source_domain,proof_lane,proof_lane_rank,ocr_status,processor,failure_reason,image_sha256,line_count,ingredient_signal_found,ingredient_signal_line_count,average_confidence,private_image_present,candidate_only,manual_verified
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_5785e88263,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_68efbe7b19,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_hersheys_milk_chocolate_bar_231b7fb330,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1908,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_hersheys_milk_chocolate_bar_cd1d18be4c,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,1910,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_mms_milk_chocolate_5e1f429701,mms_milk_chocolate,M&M's Milk Chocolate Candies,1997,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_mms_milk_chocolate_d83e2731e3,mms_milk_chocolate,M&M's Milk Chocolate Candies,1970s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_16f603918d,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1940s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_reeses_peanut_butter_cups_230caf8f25,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1970s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_2e6e39dbff,butterfinger_bar,Butterfinger Bar,1975,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_2f332a9dd7,butterfinger_bar,Butterfinger Bar,1950,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_a172a7e8d6,butterfinger_bar,Butterfinger Bar,1964,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_b2f39e327d,butterfinger_bar,Butterfinger Bar,2002,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_e1644c072c,butterfinger_bar,Butterfinger Bar,1980s,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
confection-wrapper-item-panel-v1,cwa_item_triage_butterfinger_bar_ede8d82563,butterfinger_bar,Butterfinger Bar,2009,www.candywrapperarchive.com,,,ocr_skipped_no_image,not_run,no_private_image_map_entry,,0,0,0,,0,1,0
